filename,UIQM,UCIQE
12290.png,0.0005002541001886129,0.38924288749694824
12324.png,0.0007352199754677713,0.4392603933811188
12348.png,0.0005439830711111426,0.29718899726867676
716_img_.png,0.0012196989264339209,0.3714328408241272
455_img_.png,0.0006386892055161297,0.313934862613678
265_img_.png,0.0012647159164771438,0.1394924521446228
670_img_.png,0.0007690524798817933,0.2624480128288269
415_img_.png,0.0008978591649793088,0.25139319896698
768_img_.png,0.0009118717862293124,0.12143871188163757
601_img_.png,0.0025454466231167316,0.21500885486602783
404_img_.png,0.0022704259026795626,0.3285033106803894
820_img_.png,0.003126883879303932,0.39197278022766113
916_img_.png,0.008301125839352608,0.36425259709358215
690_img_.png,0.000655490206554532,0.393215537071228
666_img_.png,0.0009884441969916224,0.3048253655433655
11052.png,0.0036165686324238777,0.3655520975589752
12445.png,0.0007827657973393798,0.3154936134815216
389_img_.png,0.0006790374172851443,0.3248888850212097
563.png,0.000695554306730628,0.2658252418041229
10151.png,0.00272604962810874,0.35131019353866577
613_img_.png,0.001534647191874683,0.23697873950004578
567_img_.png,0.0009102172334678471,0.15440219640731812
5818.png,0.0005587359191849828,0.2469329833984375
841_img_.png,0.0008910791366361082,0.6759241223335266
2787.png,0.0005227069486863911,0.3291437029838562
15001.png,0.0003409634518902749,0.3992779850959778
99_img_.png,0.0008313464350067079,0.3734185993671417
244_img_.png,0.007747329771518707,0.3667795658111572
332_img_.png,0.0150923952460289,0.5216214656829834
700_img_.png,0.002426681574434042,0.40177667140960693
413_img_.png,0.005966946016997099,0.4601391553878784
337_img_.png,0.019841093569993973,0.38526785373687744
365_img_.png,0.0016082639340311289,0.39625418186187744
722_img_.png,0.0017577779944986105,0.4054272770881653
62_img_.png,0.0009065899648703635,0.13456985354423523
469_img_.png,0.0004602526023518294,0.17678746581077576
921_img_.png,0.004542950540781021,0.3887157440185547
381_img_.png,0.0011947776656597853,0.28835365176200867
240_img_.png,0.0008899641688913107,0.44371283054351807
271_img_.png,0.0023276484571397305,0.31589275598526
29_img_.png,0.0013307956978678703,0.3273890018463135
392_img_.png,0.001345041673630476,0.44799625873565674
78_img_.png,0.0021317140199244022,0.6391324996948242
360_img_.png,0.008988574147224426,0.370223730802536
405_img_.png,0.000932229682803154,0.24388645589351654
757_img_.png,0.0008783143712207675,0.4259316325187683
202_img_.png,0.001717845443636179,0.30272743105888367
851_img_.png,0.002468742895871401,0.29338034987449646
230_img_.png,0.0026453391183167696,0.2752822935581207
3650.png,0.0008510572370141745,0.28489625453948975
